         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	          mu	    la_UO2+2	   la_UO2CO3	
         473	       react	         471	         -99	           0	           1	       8.001	     10.9771	   0.0581566	 -1.0952e+01	 -8.6244e+00	
         474	      i_soln	         472	         -99	         -99	         -99	       2.587	           4	   0.0542138	 -7.0499e+00	 -1.0000e+03	
         474	       react	         472	         -99	           0	           1	       2.587	     17.4725	   0.0605798	 -7.0653e+00	 -1.4250e+01	
         475	      i_soln	         473	         -99	         -99	         -99	       3.189	           4	   0.0520725	 -7.0253e+00	 -1.0000e+03	
         475	       react	         473	         -99	           0	           1	       3.189	     16.7511	   0.0584959	 -7.0411e+00	 -1.3026e+01	
         476	      i_soln	         474	         -99	         -99	         -99	         4.2	           4	   0.0487152	 -7.1047e+00	 -1.0000e+03	
         476	       react	         474	         -99	           0	           1	         4.2	     15.5385	   0.0551632	 -7.1208e+00	 -1.1090e+01	
         477	      i_soln	         475	         -99	         -99	         -99	        4.31	           4	   0.0497116	 -7.0467e+00	 -1.0000e+03	
         477	       react	         475	         -99	           0	           1	        4.31	     15.4064	   0.0561604	 -7.0624e+00	 -1.0808e+01	
         478	      i_soln	         476	         -99	         -99	         -99	       4.498	           4	    0.048192	 -7.0584e+00	 -1.0000e+03	
         478	       react	         476	         -99	           0	           1	       4.498	      15.181	    0.054642	 -7.0741e+00	 -1.0443e+01	
         479	      i_soln	         477	         -99	         -99	         -99	       5.059	           4	   0.0476736	 -7.1597e+00	 -1.0000e+03	
         479	       react	         477	         -99	           0	           1	       5.059	     14.5079	   0.0541256	 -7.1739e+00	 -9.4215e+00	
         480	      i_soln	         478	         -99	         -99	         -99	       5.036	           4	   0.0527045	 -7.1631e+00	 -1.0000e+03	
         480	       react	         478	         -99	           0	           1	       5.036	     14.5349	   0.0591561	 -7.1765e+00	 -9.4716e+00	
         481	      i_soln	         479	         -99	         -99	         -99	       5.409	           4	   0.0506962	 -7.3015e+00	 -1.0000e+03	
         481	       react	         479	         -99	           0	           1	       5.409	     14.0876	   0.0571487	 -7.3149e+00	 -8.8936e+00	
         482	      i_soln	         480	         -99	         -99	         -99	       5.656	           4	   0.0517043	 -7.4257e+00	 -1.0000e+03	
         482	       react	         480	         -99	           0	           1	       5.656	     13.7911	   0.0581573	 -7.4412e+00	 -8.5468e+00	
         483	      i_soln	         481	         -99	         -99	         -99	       6.002	           4	   0.0501836	 -7.7593e+00	 -1.0000e+03	
         483	       react	         481	         -99	           0	           1	       6.002	      13.376	   0.0566379	 -7.7944e+00	 -8.2200e+00	
         484	      i_soln	         482	         -99	         -99	         -99	       5.938	           4	   0.0501893	 -7.6607e+00	 -1.0000e+03	
         484	       react	         482	         -99	           0	           1	       5.938	     13.4528	   0.0566434	 -7.6894e+00	 -8.2472e+00	
         485	      i_soln	         483	         -99	         -99	         -99	       6.383	           4	   0.0476706	 -8.1391e+00	 -1.0000e+03	
         485	       react	         483	         -99	           0	           1	       6.383	     12.9191	   0.0541271	 -8.2650e+00	 -8.0177e+00	
         486	      i_soln	         484	         -99	         -99	         -99	       6.479	           4	   0.0486784	 -8.2812e+00	 -1.0000e+03	
         486	       react	         484	         -99	           0	           1	       6.479	     12.8038	   0.0551355	 -8.4418e+00	 -8.0381e+00	
         487	      i_soln	         485	         -99	         -99	         -99	       6.684	           4	   0.0501795	 -8.5437e+00	 -1.0000e+03	
         487	       react	         485	         -99	           0	           1	       6.684	     12.5576	   0.0566383	 -8.7988e+00	 -8.0575e+00	
         488	      i_soln	         486	         -99	         -99	         -99	       6.832	           4	   0.0511955	 -8.7810e+00	 -1.0000e+03	
         488	       react	         486	         -99	           0	           1	       6.832	     12.3799	   0.0576552	 -9.0990e+00	 -8.1511e+00	
         489	      i_soln	         487	         -99	         -99	         -99	       7.054	           4	   0.0527094	 -9.1472e+00	 -1.0000e+03	
         489	       react	         487	         -99	           0	           1	       7.054	     12.1133	   0.0591705	 -9.5614e+00	 -8.3091e+00	
         490	      i_soln	         488	         -99	         -99	         -99	       7.521	           4	   0.0501803	 -9.9652e+00	 -1.0000e+03	
         490	       react	         488	         -99	           0	           1	       7.521	     11.5532	   0.0566443	 -1.0538e+01	 -8.7017e+00	
         491	      i_soln	         489	         -99	         -99	         -99	       7.779	           4	   0.0471697	 -1.0443e+01	 -1.0000e+03	
         491	       react	         489	         -99	           0	           1	       7.779	     11.2439	   0.0536348	 -1.1056e+01	 -8.9322e+00	
         492	      i_soln	         490	         -99	         -99	         -99	        7.94	           4	   0.0446538	 -1.0779e+01	 -1.0000e+03	
         492	       react	         490	         -99	           0	           1	        7.94	      11.051	   0.0511195	 -1.1388e+01	 -9.0896e+00	
         493	      i_soln	         491	         -99	         -99	         -99	       4.098	           4	   0.0462113	 -8.0478e+00	 -1.0000e+03	
         493	       react	         491	         -99	           0	           1	       4.098	     15.6612	   0.0526584	 -8.0646e+00	 -1.2242e+01	
         494	      i_soln	         492	         -99	         -99	         -99	       4.322	           4	   0.0507151	 -8.0710e+00	 -1.0000e+03	
         494	       react	         492	         -99	           0	           1	       4.322	     15.3919	    0.057164	 -8.0865e+00	 -1.1805e+01	
         495	      i_soln	         493	         -99	         -99	         -99	       4.617	           4	   0.0517053	 -8.1008e+00	 -1.0000e+03	
         495	       react	         493	         -99	           0	           1	       4.617	     15.0378	   0.0581558	 -8.1155e+00	 -1.1239e+01	
         496	      i_soln	         494	         -99	         -99	         -99	       4.872	           4	   0.0512003	 -8.1410e+00	 -1.0000e+03	
         496	       react	         494	         -99	           0	           1	       4.872	     14.7319	   0.0576516	 -8.1551e+00	 -1.0783e+01	
         497	      i_soln	         495	         -99	         -99	         -99	       5.194	           4	   0.0537058	 -8.2345e+00	 -1.0000e+03	
         497	       react	         495	         -99	           0	           1	       5.194	     14.3452	   0.0601578	 -8.2474e+00	 -1.0223e+01	
         498	      i_soln	         496	         -99	         -99	         -99	       5.406	           4	      0.0517	 -8.3195e+00	 -1.0000e+03	
         498	       react	         496	         -99	           0	           1	       5.406	     14.0911	   0.0581525	 -8.3326e+00	 -9.9118e+00	
         499	      i_soln	         497	         -99	         -99	         -99	       5.788	           4	   0.0466648	 -8.5444e+00	 -1.0000e+03	
         499	       react	         497	         -99	           0	           1	       5.788	     13.6332	   0.0531185	 -8.5620e+00	 -9.3916e+00	
         500	      i_soln	         498	         -99	         -99	         -99	        6.13	           4	   0.0501904	 -8.8339e+00	 -1.0000e+03	
         500	       react	         498	         -99	           0	           1	        6.13	     13.2224	   0.0566452	 -8.8632e+00	 -9.0705e+00	
         501	      i_soln	         499	         -99	         -99	         -99	       6.093	           4	   0.0532077	 -8.8022e+00	 -1.0000e+03	
         501	       react	         499	         -99	           0	           1	       6.093	     13.2665	   0.0596622	 -8.8292e+00	 -9.1013e+00	
         502	      i_soln	         500	         -99	         -99	         -99	       6.368	           4	   0.0476725	 -9.0720e+00	 -1.0000e+03	
         502	       react	         500	         -99	           0	           1	       6.368	     12.9371	   0.0541289	 -9.1247e+00	 -8.9060e+00	
         503	      i_soln	         501	         -99	         -99	         -99	       6.587	           4	   0.0476657	 -9.3241e+00	 -1.0000e+03	
         503	       react	         501	         -99	           0	           1	       6.587	     12.6743	   0.0541238	 -9.4198e+00	 -8.8274e+00	
         504	      i_soln	         502	         -99	         -99	         -99	       6.823	           4	   0.0461696	 -9.6313e+00	 -1.0000e+03	
         504	       react	         502	         -99	           0	           1	       6.823	     12.3913	   0.0526293	 -9.7920e+00	 -8.8573e+00	
         505	      i_soln	         503	         -99	         -99	         -99	       7.048	           4	   0.0491812	 -9.9659e+00	 -1.0000e+03	
         505	       react	         503	         -99	           0	           1	       7.048	     12.1209	   0.0556426	 -1.0200e+01	 -8.9453e+00	
         506	      i_soln	         504	         -99	         -99	         -99	       7.361	           4	   0.0511919	 -1.0500e+01	 -1.0000e+03	
         506	       react	         504	         -99	           0	           1	       7.361	     11.7451	   0.0576551	 -1.0809e+01	 -9.1598e+00	
         507	      i_soln	         505	         -99	         -99	         -99	       7.509	           4	   0.0456539	 -1.0782e+01	 -1.0000e+03	
         507	       react	         505	         -99	           0	           1	       7.509	     11.5681	   0.0521182	 -1.1108e+01	 -9.2780e+00	
         508	      i_soln	         506	         -99	         -99	         -99	       7.806	           4	   0.0506919	 -1.1411e+01	 -1.0000e+03	
         508	       react	         506	         -99	           0	           1	       7.806	     11.2112	   0.0571568	 -1.1720e+01	 -9.5690e+00	
         509	      i_soln	         507	         -99	         -99	         -99	       8.041	           4	   0.0521927	 -1.1963e+01	 -1.0000e+03	
         509	       react	         507	         -99	           0	           1	       8.041	      10.929	    0.058658	 -1.2223e+01	 -9.8243e+00	
         510	      i_soln	         508	         -99	         -99	         -99	       2.564	           4	   0.0502744	 -5.9872e+00	 -1.0000e+03	
         510	       react	         508	         -99	           0	           1	       2.564	     17.5004	   0.0566338	 -6.0034e+00	 -1.3244e+01	
         511	      i_soln	         509	         -99	         -99	         -99	       4.107	           4	   0.0522463	 -6.0361e+00	 -1.0000e+03	
         511	       react	         509	         -99	           0	           1	       4.107	     15.6497	   0.0586933	 -6.0515e+00	 -1.0199e+01	
         512	      i_soln	         510	         -99	         -99	         -99	       4.522	           4	   0.0557419	 -6.0693e+00	 -1.0000e+03	
         512	       react	         510	         -99	           0	           1	       4.522	     15.1514	   0.0621916	 -6.0834e+00	 -9.4065e+00	
         513	      i_soln	         511	         -99	         -99	         -99	       4.916	           4	   0.0512033	 -6.1042e+00	 -1.0000e+03	
         513	       react	         511	         -99	           0	           1	       4.916	     14.6791	   0.0576547	 -6.1180e+00	 -8.6588e+00	
         514	      i_soln	         512	         -99	         -99	         -99	       5.145	           4	    0.047172	 -6.2032e+00	 -1.0000e+03	
         514	       react	         512	         -99	           0	           1	       5.145	     14.4047	   0.0536242	 -6.2168e+00	 -8.2925e+00	
         515	      i_soln	         513	         -99	         -99	         -99	       5.761	           4	   0.0557191	 -6.6733e+00	 -1.0000e+03	
         515	       react	         513	         -99	           0	           1	       5.761	     13.6646	   0.0621722	 -6.6907e+00	 -7.5693e+00	
         516	      i_soln	         514	         -99	         -99	         -99	       6.241	           4	   0.0506827	 -7.3743e+00	 -1.0000e+03	
         516	       react	         514	         -99	           0	           1	       6.241	     13.0892	   0.0571384	 -7.4389e+00	 -7.4325e+00	
         517	      i_soln	         515	         -99	         -99	         -99	       6.292	           4	   0.0476726	 -7.4412e+00	 -1.0000e+03	
         517	       react	         515	         -99	           0	           1	       6.292	     13.0283	   0.0541287	 -7.5116e+00	 -7.4329e+00	
         518	      i_soln	         516	         -99	         -99	         -99	       6.659	           4	   0.0511953	 -8.0311e+00	 -1.0000e+03	
         518	       react	         516	         -99	           0	           1	       6.659	     12.5875	   0.0576539	 -8.1972e+00	 -7.5270e+00	
         519	      i_soln	         517	         -99	         -99	         -99	       6.768	           4	   0.0526965	 -8.2078e+00	 -1.0000e+03	
         519	       react	         517	         -99	           0	           1	       6.768	     12.4566	   0.0591561	 -8.4143e+00	 -7.5716e+00	
         520	      i_soln	         518	         -99	         -99	         -99	       6.854	           4	   0.0537072	 -8.3555e+00	 -1.0000e+03	
         520	       react	         518	         -99	           0	           1	       6.854	     12.3532	   0.0601673	 -8.5939e+00	 -7.6329e+00	
         521	      i_soln	         519	         -99	         -99	         -99	       7.125	           4	   0.0516961	 -8.8076e+00	 -1.0000e+03	
         521	       react	         519	         -99	           0	           1	       7.125	     12.0283	   0.0581582	 -9.1513e+00	 -7.8241e+00	
         522	      i_soln	         520	         -99	         -99	         -99	       7.113	           4	   0.0461654	 -8.7972e+00	 -1.0000e+03	
         522	       react	         520	         -99	           0	           1	       7.113	     12.0433	   0.0526277	 -9.1421e+00	 -7.8256e+00	
         523	      i_soln	         521	         -99	         -99	         -99	       7.545	           4	   0.0491837	 -9.5220e+00	 -1.0000e+03	
         523	       react	         521	         -99	           0	           1	       7.545	     11.5245	    0.055648	 -1.0018e+01	 -8.1840e+00	
         524	      i_soln	         522	         -99	         -99	         -99	       7.775	           4	   0.0522001	 -9.9265e+00	 -1.0000e+03	
         524	       react	         522	         -99	           0	           1	       7.775	     11.2482	   0.0586648	 -1.0491e+01	 -8.4050e+00	
