         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	          mu	    la_UO2+2	   la_UO2CO3	
         237	      i_soln	         235	         -99	         -99	         -99	       4.608	           4	  0.00501678	 -6.2165e+00	 -1.0000e+03	
         237	       react	         235	         -99	           0	           1	       4.608	      15.057	    0.011471	 -6.2684e+00	 -9.1946e+00	
         238	      i_soln	         236	         -99	         -99	         -99	       4.803	           4	   0.0045116	 -6.2486e+00	 -1.0000e+03	
         238	       react	         236	         -99	           0	           1	       4.803	     14.8232	   0.0109662	 -6.2995e+00	 -8.8382e+00	
         239	      i_soln	         237	         -99	         -99	         -99	       4.908	           4	   0.0045096	 -6.3140e+00	 -1.0000e+03	
         239	       react	         237	         -99	           0	           1	       4.908	     14.6972	   0.0109644	 -6.3631e+00	 -8.6936e+00	
         240	      i_soln	         238	         -99	         -99	         -99	       5.113	           4	  0.00550753	 -6.3929e+00	 -1.0000e+03	
         240	       react	         238	         -99	           0	           1	       5.113	     14.4508	   0.0119627	 -6.4348e+00	 -8.3575e+00	
         241	      i_soln	         239	         -99	         -99	         -99	       5.417	           4	  0.00450475	 -6.5079e+00	 -1.0000e+03	
         241	       react	         239	         -99	           0	           1	       5.417	     14.0864	   0.0109605	 -6.5474e+00	 -7.8790e+00	
         242	      i_soln	         240	         -99	         -99	         -99	       5.443	           4	   0.0045045	 -6.5420e+00	 -1.0000e+03	
         242	       react	         240	         -99	           0	           1	       5.443	     14.0552	   0.0109604	 -6.5814e+00	 -7.8596e+00	
         243	      i_soln	         241	         -99	         -99	         -99	       5.689	           4	  0.00500381	 -6.7411e+00	 -1.0000e+03	
         243	       react	         241	         -99	           0	           1	       5.689	     13.7598	   0.0114604	 -6.7807e+00	 -7.5916e+00	
         244	      i_soln	         242	         -99	         -99	         -99	       6.019	           4	  0.00500291	 -7.1461e+00	 -1.0000e+03	
         244	       react	         242	         -99	           0	           1	       6.019	     13.3638	    0.011461	 -7.2130e+00	 -7.4167e+00	
         245	      i_soln	         243	         -99	         -99	         -99	       6.361	           4	  0.00500251	 -7.6614e+00	 -1.0000e+03	
         245	       react	         243	         -99	           0	           1	       6.361	     12.9534	    0.011463	 -7.8070e+00	 -7.4287e+00	
         246	      i_soln	         244	         -99	         -99	         -99	       3.572	           4	  0.00516477	 -5.1495e+00	 -1.0000e+03	
         246	       react	         244	         -99	           0	           1	       3.572	     16.3001	    0.011613	 -5.2069e+00	 -1.0201e+01	
         247	      i_soln	         245	         -99	         -99	         -99	        3.95	           4	  0.00508166	 -5.1454e+00	 -1.0000e+03	
         247	       react	         245	         -99	           0	           1	        3.95	     15.8465	   0.0115333	 -5.2021e+00	 -9.4442e+00	
         248	      i_soln	         246	         -99	         -99	         -99	       4.371	           4	  0.00454269	 -5.1781e+00	 -1.0000e+03	
         248	       react	         246	         -99	           0	           1	       4.371	     15.3415	   0.0109964	 -5.2341e+00	 -8.6326e+00	
         249	      i_soln	         247	         -99	         -99	         -99	        4.51	           4	  0.00503809	 -5.1627e+00	 -1.0000e+03	
         249	       react	         247	         -99	           0	           1	        4.51	     15.1746	   0.0114922	 -5.2145e+00	 -8.3360e+00	
         250	      i_soln	         248	         -99	         -99	         -99	       4.441	           4	  0.00503935	 -5.1945e+00	 -1.0000e+03	
         250	       react	         248	         -99	           0	           1	       4.441	     15.2574	   0.0114932	 -5.2474e+00	 -8.5063e+00	
         251	      i_soln	         249	         -99	         -99	         -99	       4.801	           4	   0.0050257	 -5.2981e+00	 -1.0000e+03	
         251	       react	         249	         -99	           0	           1	       4.801	     14.8254	   0.0114804	 -5.3438e+00	 -7.8868e+00	
         252	      i_soln	         250	         -99	         -99	         -99	        5.16	           4	  0.00501721	 -5.5033e+00	 -1.0000e+03	
         252	       react	         250	         -99	           0	           1	        5.16	     14.3946	   0.0114727	 -5.5324e+00	 -7.3672e+00	
         253	      i_soln	         251	         -99	         -99	         -99	       5.368	           4	  0.00501197	 -5.7539e+00	 -1.0000e+03	
         253	       react	         251	         -99	           0	           1	       5.368	      14.145	   0.0114679	 -5.7749e+00	 -7.2043e+00	
         254	      i_soln	         252	         -99	         -99	         -99	       5.612	           4	  0.00500849	 -6.0709e+00	 -1.0000e+03	
         254	       react	         252	         -99	           0	           1	       5.612	     13.8522	    0.011465	 -6.0883e+00	 -7.0515e+00	
         255	      i_soln	         253	         -99	         -99	         -99	       6.068	           4	  0.00550519	 -6.8062e+00	 -1.0000e+03	
         255	       react	         253	         -99	           0	           1	       6.068	     13.3048	   0.0119641	 -6.8420e+00	 -6.9814e+00	
         256	      i_soln	         254	         -99	         -99	         -99	       4.372	           4	  0.00519175	 -4.2568e+00	 -1.0000e+03	
         256	       react	         254	         -99	           0	           1	       4.372	     15.3401	   0.0116463	 -4.3045e+00	 -7.6983e+00	
         257	      i_soln	         255	         -99	         -99	         -99	       4.765	           4	  0.00513828	 -4.4764e+00	 -1.0000e+03	
         257	       react	         255	         -99	           0	           1	       4.765	     14.8685	   0.0115961	 -4.5035e+00	 -7.1202e+00	
         258	      i_soln	         256	         -99	         -99	         -99	        4.53	           4	  0.00515824	 -4.3568e+00	 -1.0000e+03	
         258	       react	         256	         -99	           0	           1	        4.53	     15.1505	   0.0116138	 -4.3991e+00	 -7.4848e+00	
         259	      i_soln	         257	         -99	         -99	         -99	       5.182	           4	  0.00455671	 -5.0409e+00	 -1.0000e+03	
         259	       react	         257	         -99	           0	           1	       5.182	     14.3683	   0.0110141	 -5.0533e+00	 -6.8485e+00	
         260	      i_soln	         258	         -99	         -99	         -99	        5.53	           4	  0.00453135	 -5.5829e+00	 -1.0000e+03	
         260	       react	         258	         -99	           0	           1	        5.53	     13.9508	   0.0109886	 -5.5921e+00	 -6.7284e+00	
         261	      i_soln	         259	         -99	         -99	         -99	       5.697	           4	  0.00502783	 -5.8429e+00	 -1.0000e+03	
         261	       react	         259	         -99	           0	           1	       5.697	     13.7502	   0.0114858	 -5.8521e+00	 -6.6905e+00	
         262	      i_soln	         260	         -99	         -99	         -99	       5.889	           4	  0.00452143	 -6.1757e+00	 -1.0000e+03	
         262	       react	         260	         -99	           0	           1	       5.889	       13.52	   0.0109806	 -6.1876e+00	 -6.6921e+00	
         263	      i_soln	         261	         -99	         -99	         -99	       5.897	           4	  0.00502314	 -6.1775e+00	 -1.0000e+03	
         263	       react	         261	         -99	           0	           1	       5.897	     13.5102	   0.0114825	 -6.1890e+00	 -6.6842e+00	
         264	      i_soln	         262	         -99	         -99	         -99	       6.563	           4	  0.00501781	 -7.3028e+00	 -1.0000e+03	
         264	       react	         262	         -99	           0	           1	       6.563	      12.711	   0.0114841	 -7.3314e+00	 -6.9630e+00	
         265	      i_soln	         263	         -99	         -99	         -99	       3.027	           4	  0.00550835	 -6.1387e+00	 -1.0000e+03	
         265	       react	         263	         -99	           0	           1	       3.027	     16.9538	   0.0119447	 -6.1950e+00	 -1.2249e+01	
         266	      i_soln	         264	         -99	         -99	         -99	       3.551	           4	  0.00515425	 -6.2004e+00	 -1.0000e+03	
         266	       react	         264	         -99	           0	           1	       3.551	     16.3253	   0.0116022	 -6.2579e+00	 -1.1264e+01	
         267	      i_soln	         265	         -99	         -99	         -99	       3.833	           4	   0.0050824	 -6.1503e+00	 -1.0000e+03	
         267	       react	         265	         -99	           0	           1	       3.833	     15.9869	   0.0115333	 -6.2076e+00	 -1.0647e+01	
         268	      i_soln	         266	         -99	         -99	         -99	       4.551	           4	  0.00501886	 -6.1775e+00	 -1.0000e+03	
         268	       react	         266	         -99	           0	           1	       4.551	     15.1254	   0.0114729	 -6.2301e+00	 -9.2426e+00	
         269	      i_soln	         267	         -99	         -99	         -99	       4.863	           4	  0.00451055	 -6.2438e+00	 -1.0000e+03	
         269	       react	         267	         -99	           0	           1	       4.863	     14.7512	   0.0109653	 -6.2938e+00	 -8.6832e+00	
         270	      i_soln	         268	         -99	         -99	         -99	       4.963	           4	  0.00500905	 -6.3457e+00	 -1.0000e+03	
         270	       react	         268	         -99	           0	           1	       4.963	      14.631	    0.011464	 -6.3920e+00	 -8.5834e+00	
         271	      i_soln	         269	         -99	         -99	         -99	       5.379	           4	  0.00500525	 -6.4970e+00	 -1.0000e+03	
         271	       react	         269	         -99	           0	           1	       5.379	     14.1318	    0.011461	 -6.5362e+00	 -7.9112e+00	
         272	      i_soln	         270	         -99	         -99	         -99	        5.72	           4	  0.00450339	 -6.8115e+00	 -1.0000e+03	
         272	       react	         270	         -99	           0	           1	        5.72	     13.7228	   0.0109602	 -6.8553e+00	 -7.5799e+00	
         273	      i_soln	         271	         -99	         -99	         -99	       6.141	           4	  0.00500274	 -7.3434e+00	 -1.0000e+03	
         273	       react	         271	         -99	           0	           1	       6.141	     13.2174	   0.0114618	 -7.4386e+00	 -7.3993e+00	
         274	      i_soln	         272	         -99	         -99	         -99	       6.931	           4	  0.00500216	 -8.5876e+00	 -1.0000e+03	
         274	       react	         272	         -99	           0	           1	       6.931	     12.2694	   0.0114681	 -8.9680e+00	 -7.7198e+00	
         275	      i_soln	         273	         -99	         -99	         -99	       6.766	           4	   0.0045019	 -8.3241e+00	 -1.0000e+03	
         275	       react	         273	         -99	           0	           1	       6.766	     12.4676	   0.0109664	 -8.6390e+00	 -7.6136e+00	
         276	      i_soln	         274	         -99	         -99	         -99	       7.509	           4	  0.00500219	 -9.5875e+00	 -1.0000e+03	
         276	       react	         274	         -99	           0	           1	       7.509	     11.5758	   0.0114713	 -1.0187e+01	 -8.2440e+00	
         277	      i_soln	         275	         -99	         -99	         -99	       8.061	           4	  0.00500258	 -1.0596e+01	 -1.0000e+03	
         277	       react	         275	         -99	           0	           1	       8.061	     10.9134	   0.0114729	 -1.1308e+01	 -8.7793e+00	
         278	      i_soln	         276	         -99	         -99	         -99	        8.53	           4	  0.00450366	 -1.1595e+01	 -1.0000e+03	
         278	       react	         276	         -99	           0	           1	        8.53	     10.3508	   0.0109746	 -1.2235e+01	 -9.2331e+00	
         279	      i_soln	         277	         -99	         -99	         -99	       8.745	           4	  0.00250365	 -1.2176e+01	 -1.0000e+03	
         279	       react	         277	         -99	           0	           1	       8.745	     10.0935	   0.0089767	 -1.2729e+01	 -9.4715e+00	
         280	      i_soln	         278	         -99	         -99	         -99	       8.589	           4	  0.00250277	 -1.1769e+01	 -1.0000e+03	
         280	       react	         278	         -99	           0	           1	       8.589	     10.2807	  0.00897538	 -1.2399e+01	 -9.2957e+00	
         281	      i_soln	         279	         -99	         -99	         -99	       8.303	           4	  0.00250174	 -1.1090e+01	 -1.0000e+03	
         281	       react	         279	         -99	           0	           1	       8.303	     10.6239	  0.00897389	 -1.1809e+01	 -8.9922e+00	
         282	      i_soln	         280	         -99	         -99	         -99	       7.916	           4	   0.0025011	 -1.0273e+01	 -1.0000e+03	
         282	       react	         280	         -99	           0	           1	       7.916	     11.0883	  0.00897271	 -1.0983e+01	 -8.5638e+00	
         283	      i_soln	         281	         -99	         -99	         -99	       7.816	           4	  0.00250098	 -1.0114e+01	 -1.0000e+03	
         283	       react	         281	         -99	           0	           1	       7.816	     11.2083	  0.00897241	 -1.0811e+01	 -8.4948e+00	
         284	      i_soln	         282	         -99	         -99	         -99	       7.558	           4	  0.00250083	 -9.6460e+00	 -1.0000e+03	
         284	       react	         282	         -99	           0	           1	       7.558	     11.5179	  0.00897156	 -1.0274e+01	 -8.2355e+00	
         285	      i_soln	         283	         -99	         -99	         -99	       7.546	           4	  0.00250082	 -9.6339e+00	 -1.0000e+03	
         285	       react	         283	         -99	           0	           1	       7.546	     11.5323	  0.00897151	 -1.0261e+01	 -8.2351e+00	
         286	      i_soln	         284	         -99	         -99	         -99	       7.329	           4	  0.00250076	 -9.2604e+00	 -1.0000e+03	
         286	       react	         284	         -99	           0	           1	       7.329	     11.7927	  0.00897052	 -9.8168e+00	 -8.0350e+00	
         287	      i_soln	         285	         -99	         -99	         -99	       7.014	           4	  0.00300092	 -8.7250e+00	 -1.0000e+03	
         287	       react	         285	         -99	           0	           1	       7.014	     12.1705	  0.00946861	 -9.1598e+00	 -7.7604e+00	
         288	      i_soln	         286	         -99	         -99	         -99	       7.917	           4	   0.0175221	 -1.0307e+01	 -1.0000e+03	
         288	       react	         286	         -99	           0	           1	       7.917	     11.0828	   0.0239923	 -1.1004e+01	 -8.6198e+00	
         289	      i_soln	         287	         -99	         -99	         -99	       7.456	           4	   0.0165208	 -9.4841e+00	 -1.0000e+03	
         289	       react	         287	         -99	           0	           1	       7.456	     11.6363	   0.0229896	 -1.0063e+01	 -8.1774e+00	
         290	      i_soln	         288	         -99	         -99	         -99	        7.32	           4	   0.0160197	 -9.2618e+00	 -1.0000e+03	
         290	       react	         288	         -99	           0	           1	        7.32	     11.7996	    0.022488	 -9.7981e+00	 -8.0675e+00	
         291	      i_soln	         289	         -99	         -99	         -99	       7.071	           4	   0.0150172	 -8.8256e+00	 -1.0000e+03	
         291	       react	         289	         -99	           0	           1	       7.071	     12.0986	   0.0214839	 -9.2628e+00	 -7.8335e+00	
         292	      i_soln	         290	         -99	         -99	         -99	       7.739	           4	   0.0160194	 -9.9917e+00	 -1.0000e+03	
         292	       react	         290	         -99	           0	           1	       7.739	     11.2968	   0.0224894	 -1.0656e+01	 -8.4573e+00	
         293	      i_soln	         291	         -99	         -99	         -99	       7.723	           4	   0.0160192	 -9.9535e+00	 -1.0000e+03	
         293	       react	         291	         -99	           0	           1	       7.723	      11.316	   0.0224891	 -1.0612e+01	 -8.4303e+00	
         294	      i_soln	         292	         -99	         -99	         -99	       7.122	           4	   0.0155179	 -8.9164e+00	 -1.0000e+03	
         294	       react	         292	         -99	           0	           1	       7.122	     12.0373	    0.021985	 -9.3757e+00	 -7.8820e+00	
         295	      i_soln	         293	         -99	         -99	         -99	       7.409	           4	   0.0160193	 -9.4158e+00	 -1.0000e+03	
         295	       react	         293	         -99	           0	           1	       7.409	     11.6928	    0.022488	 -9.9841e+00	 -8.1493e+00	
         296	      i_soln	         294	         -99	         -99	         -99	       7.947	           4	  0.00400117	 -1.0357e+01	 -1.0000e+03	
         296	       react	         294	         -99	           0	           1	       7.947	       11.05	   0.0103875	 -1.1075e+01	 -8.6345e+00	
         297	      i_soln	         295	         -99	         -99	         -99	       7.713	           4	  0.00400093	 -9.9123e+00	 -1.0000e+03	
         297	       react	         295	         -99	           0	           1	       7.713	     11.3308	    0.010387	 -1.0578e+01	 -8.3820e+00	
         298	      i_soln	         296	         -99	         -99	         -99	       7.471	           4	  0.00400087	 -9.5076e+00	 -1.0000e+03	
         298	       react	         296	         -99	           0	           1	       7.471	     11.6212	   0.0103863	 -1.0109e+01	 -8.1739e+00	
         299	      i_soln	         297	         -99	         -99	         -99	       7.441	           4	  0.00400086	 -9.4541e+00	 -1.0000e+03	
         299	       react	         297	         -99	           0	           1	       7.441	     11.6572	   0.0103862	 -1.0046e+01	 -8.1436e+00	
         300	      i_soln	         298	         -99	         -99	         -99	       7.233	           4	  0.00400078	 -9.0959e+00	 -1.0000e+03	
         300	       react	         298	         -99	           0	           1	       7.233	     11.9068	   0.0103851	 -9.6143e+00	 -7.9502e+00	
         301	      i_soln	         299	         -99	         -99	         -99	       7.213	           4	  0.00400083	 -9.0638e+00	 -1.0000e+03	
         301	       react	         299	         -99	           0	           1	       7.213	     11.9308	    0.010385	 -9.5751e+00	 -7.9352e+00	
         302	      i_soln	         300	         -99	         -99	         -99	       6.851	           4	  0.00400086	 -8.4596e+00	 -1.0000e+03	
         302	       react	         300	         -99	           0	           1	       6.851	     12.3652	   0.0103825	 -8.8266e+00	 -7.6433e+00	
         303	      i_soln	         301	         -99	         -99	         -99	       7.544	           4	   0.0180114	 -9.6324e+00	 -1.0000e+03	
         303	       react	         301	         -99	           0	           1	       7.544	     11.5281	   0.0241594	 -1.0247e+01	 -8.2782e+00	
         304	      i_soln	         302	         -99	         -99	         -99	       7.432	           4	   0.0180111	 -9.4457e+00	 -1.0000e+03	
         304	       react	         302	         -99	           0	           1	       7.432	     11.6625	    0.024159	 -1.0024e+01	 -8.1768e+00	
         305	      i_soln	         303	         -99	         -99	         -99	        7.14	           4	   0.0180113	 -8.9517e+00	 -1.0000e+03	
         305	       react	         303	         -99	           0	           1	        7.14	     12.0129	    0.024158	 -9.4216e+00	 -7.9107e+00	
         306	      i_soln	         304	         -99	         -99	         -99	       3.478	           4	  0.00519898	 -5.1803e+00	 -1.0000e+03	
         306	       react	         304	         -99	           0	           1	       3.478	     16.4128	   0.0116459	 -5.2377e+00	 -1.0356e+01	
         307	      i_soln	         305	         -99	         -99	         -99	        4.14	           4	   0.0050601	 -5.1695e+00	 -1.0000e+03	
         307	       react	         305	         -99	           0	           1	        4.14	     15.6185	   0.0115129	 -5.2253e+00	 -9.0170e+00	
         308	      i_soln	         306	         -99	         -99	         -99	       4.765	           4	  0.00502802	 -5.2740e+00	 -1.0000e+03	
         308	       react	         306	         -99	           0	           1	       4.765	     14.8686	   0.0114827	 -5.3207e+00	 -7.8738e+00	
         309	      i_soln	         307	         -99	         -99	         -99	       5.257	           4	  0.00551591	 -5.6184e+00	 -1.0000e+03	
         309	       react	         307	         -99	           0	           1	       5.257	      14.278	   0.0119716	 -5.6430e+00	 -7.2265e+00	
         310	      i_soln	         308	         -99	         -99	         -99	       5.906	           4	  0.00500646	 -6.5421e+00	 -1.0000e+03	
         310	       react	         308	         -99	           0	           1	       5.906	     13.4994	   0.0114647	 -6.5706e+00	 -6.9271e+00	
         311	      i_soln	         309	         -99	         -99	         -99	       3.832	           4	  0.00526766	 -4.1736e+00	 -1.0000e+03	
         311	       react	         309	         -99	           0	           1	       3.832	      15.988	   0.0117183	 -4.2293e+00	 -8.6428e+00	
         312	      i_soln	         310	         -99	         -99	         -99	       3.861	           4	  0.00527411	 -4.1485e+00	 -1.0000e+03	
         312	       react	         310	         -99	           0	           1	       3.861	     15.9533	   0.0117251	 -4.2039e+00	 -8.5562e+00	
         313	      i_soln	         311	         -99	         -99	         -99	       4.534	           4	  0.00567389	 -4.3250e+00	 -1.0000e+03	
         313	       react	         311	         -99	           0	           1	       4.534	     15.1455	   0.0121296	 -4.3647e+00	 -7.3749e+00	
         314	      i_soln	         312	         -99	         -99	         -99	       4.607	           4	  0.00515135	 -4.3917e+00	 -1.0000e+03	
         314	       react	         312	         -99	           0	           1	       4.607	     15.0581	   0.0116076	 -4.4298e+00	 -7.2917e+00	
         315	      i_soln	         313	         -99	         -99	         -99	       4.862	           4	  0.00462044	 -4.5706e+00	 -1.0000e+03	
         315	       react	         313	         -99	           0	           1	       4.862	     14.7523	   0.0110789	 -4.5930e+00	 -6.9569e+00	
         316	      i_soln	         314	         -99	         -99	         -99	       5.002	           4	  0.00558804	 -4.7742e+00	 -1.0000e+03	
         316	       react	         314	         -99	           0	           1	       5.002	      14.584	   0.0120458	 -4.7902e+00	 -6.8722e+00	
         317	      i_soln	         315	         -99	         -99	         -99	       5.591	           4	  0.00453095	 -5.6717e+00	 -1.0000e+03	
         317	       react	         315	         -99	           0	           1	       5.591	     13.8776	   0.0109888	 -5.6812e+00	 -6.6390e+00	
         318	      i_soln	         316	         -99	         -99	         -99	       3.814	           4	  0.00460562	 -5.1002e+00	 -1.0000e+03	
         318	       react	         316	         -99	           0	           1	       3.814	     16.0099	   0.0110563	 -5.1597e+00	 -9.6737e+00	
         319	      i_soln	         317	         -99	         -99	         -99	       4.305	           4	  0.00504825	 -5.1663e+00	 -1.0000e+03	
         319	       react	         317	         -99	           0	           1	       4.305	     15.4206	   0.0115017	 -5.2207e+00	 -8.7542e+00	
         320	      i_soln	         318	         -99	         -99	         -99	        4.62	           4	  0.00503241	 -5.2383e+00	 -1.0000e+03	
         320	       react	         318	         -99	           0	           1	        4.62	     15.0426	   0.0114867	 -5.2884e+00	 -8.1974e+00	
         321	      i_soln	         319	         -99	         -99	         -99	       4.997	           4	  0.00502234	 -5.3708e+00	 -1.0000e+03	
         321	       react	         319	         -99	           0	           1	       4.997	     14.5902	   0.0114775	 -5.4084e+00	 -7.5701e+00	
         322	      i_soln	         320	         -99	         -99	         -99	       4.841	           4	  0.00452616	 -5.2784e+00	 -1.0000e+03	
         322	       react	         320	         -99	           0	           1	       4.841	     14.7776	    0.010981	 -5.3242e+00	 -7.7944e+00	
         323	      i_soln	         321	         -99	         -99	         -99	       5.456	           4	  0.00501164	 -5.8476e+00	 -1.0000e+03	
         323	       react	         321	         -99	           0	           1	       5.456	     14.0394	   0.0114677	 -5.8659e+00	 -7.1290e+00	
         324	      i_soln	         322	         -99	         -99	         -99	       5.857	           4	  0.00500694	 -6.4518e+00	 -1.0000e+03	
         324	       react	         322	         -99	           0	           1	       5.857	     13.5582	   0.0114645	 -6.4744e+00	 -6.9878e+00	
         325	      i_soln	         323	         -99	         -99	         -99	       6.545	           4	  0.00550522	 -7.5878e+00	 -1.0000e+03	
         325	       react	         323	         -99	           0	           1	       6.545	     12.7324	   0.0119683	 -7.6880e+00	 -7.0873e+00	
         326	      i_soln	         324	         -99	         -99	         -99	       7.148	           4	  0.00550476	 -8.6068e+00	 -1.0000e+03	
         326	       react	         324	         -99	           0	           1	       7.148	     12.0088	   0.0119721	 -8.8628e+00	 -7.4937e+00	
         327	      i_soln	         325	         -99	         -99	         -99	       7.103	           4	  0.00500446	 -8.5219e+00	 -1.0000e+03	
         327	       react	         325	         -99	           0	           1	       7.103	      12.063	   0.0114717	 -8.7583e+00	 -7.4496e+00	
         328	      i_soln	         326	         -99	         -99	         -99	       7.367	           4	  0.00500443	 -8.9714e+00	 -1.0000e+03	
         328	       react	         326	         -99	           0	           1	       7.367	     11.7462	   0.0114727	 -9.2850e+00	 -7.6766e+00	
         329	      i_soln	         327	         -99	         -99	         -99	       8.306	           4	   0.0050054	 -1.0661e+01	 -1.0000e+03	
         329	       react	         327	         -99	           0	           1	       8.306	     10.6194	   0.0114736	 -1.1202e+01	 -8.5914e+00	
         330	      i_soln	         328	         -99	         -99	         -99	       8.394	           4	  0.00500583	 -1.0835e+01	 -1.0000e+03	
         330	       react	         328	         -99	           0	           1	       8.394	     10.5138	   0.0114738	 -1.1374e+01	 -8.6773e+00	
         331	      i_soln	         329	         -99	         -99	         -99	        2.81	           4	  0.00603191	 -4.1530e+00	 -1.0000e+03	
         331	       react	         329	         -99	           0	           1	        2.81	     17.2139	   0.0124582	 -4.2072e+00	 -1.0732e+01	
         332	      i_soln	         330	         -99	         -99	         -99	       3.758	           4	  0.00480151	 -4.1227e+00	 -1.0000e+03	
         332	       react	         330	         -99	           0	           1	       3.758	      16.077	   0.0112516	 -4.1808e+00	 -8.8068e+00	
         333	      i_soln	         331	         -99	         -99	         -99	       3.801	           4	  0.00528336	 -4.1509e+00	 -1.0000e+03	
         333	       react	         331	         -99	           0	           1	       3.801	     16.0252	   0.0117337	 -4.2066e+00	 -8.7499e+00	
         334	      i_soln	         332	         -99	         -99	         -99	       4.116	           4	  0.00472519	 -4.1887e+00	 -1.0000e+03	
         334	       react	         332	         -99	           0	           1	       4.116	     15.6475	   0.0111781	 -4.2440e+00	 -8.1549e+00	
         335	      i_soln	         333	         -99	         -99	         -99	       4.359	           4	  0.00519808	 -4.2435e+00	 -1.0000e+03	
         335	       react	         333	         -99	           0	           1	       4.359	     15.3557	   0.0116526	 -4.2915e+00	 -7.7178e+00	
         336	      i_soln	         334	         -99	         -99	         -99	        4.56	           4	  0.00466295	 -4.3448e+00	 -1.0000e+03	
         336	       react	         334	         -99	           0	           1	        4.56	     15.1147	    0.011119	 -4.3865e+00	 -7.4128e+00	
         337	      i_soln	         335	         -99	         -99	         -99	       4.775	           4	  0.00513329	 -4.4963e+00	 -1.0000e+03	
         337	       react	         335	         -99	           0	           1	       4.775	     14.8565	    0.011591	 -4.5232e+00	 -7.1203e+00	
         338	      i_soln	         336	         -99	         -99	         -99	        4.92	           4	  0.00510529	 -4.6558e+00	 -1.0000e+03	
         338	       react	         336	         -99	           0	           1	        4.92	     14.6825	   0.0115633	 -4.6752e+00	 -6.9894e+00	
         339	      i_soln	         337	         -99	         -99	         -99	        5.55	           4	  0.00503222	 -5.6126e+00	 -1.0000e+03	
         339	       react	         337	         -99	           0	           1	        5.55	     13.9266	   0.0114895	 -5.6215e+00	 -6.7243e+00	
         340	      i_soln	         338	         -99	         -99	         -99	       5.559	           4	  0.00553514	 -5.6105e+00	 -1.0000e+03	
         340	       react	         338	         -99	           0	           1	       5.559	     13.9156	   0.0119925	 -5.6189e+00	 -6.7099e+00	
         341	      i_soln	         339	         -99	         -99	         -99	       5.722	           4	  0.00502408	 -5.9144e+00	 -1.0000e+03	
         341	       react	         339	         -99	           0	           1	       5.722	     13.7202	    0.011482	 -5.9244e+00	 -6.7138e+00	
         342	      i_soln	         340	         -99	         -99	         -99	       6.508	           4	  0.00501927	 -7.2066e+00	 -1.0000e+03	
         342	       react	         340	         -99	           0	           1	       6.508	      12.777	    0.011485	 -7.2330e+00	 -6.9259e+00	
         343	      i_soln	         341	         -99	         -99	         -99	       8.211	           4	  0.00501944	 -1.0145e+01	 -1.0000e+03	
         343	       react	         341	         -99	           0	           1	       8.211	     10.7334	   0.0114874	 -1.0191e+01	 -8.8035e+00	
         344	      i_soln	         342	         -99	         -99	         -99	       3.859	           4	  0.00507791	 -6.1468e+00	 -1.0000e+03	
         344	       react	         342	         -99	           0	           1	       3.859	     15.9557	    0.011529	 -6.2040e+00	 -1.0635e+01	
         345	      i_soln	         343	         -99	         -99	         -99	       4.099	           4	  0.00504655	 -6.1405e+00	 -1.0000e+03	
         345	       react	         343	         -99	           0	           1	       4.099	     15.6677	    0.011499	 -6.1968e+00	 -1.0151e+01	
         346	      i_soln	         344	         -99	         -99	         -99	           4	           4	   0.0050572	 -6.1838e+00	 -1.0000e+03	
         346	       react	         344	         -99	           0	           1	           4	     15.7865	   0.0115092	 -6.2406e+00	 -1.0390e+01	
         347	      i_soln	         345	         -99	         -99	         -99	       4.182	           4	  0.00503883	 -6.1943e+00	 -1.0000e+03	
         347	       react	         345	         -99	           0	           1	       4.182	     15.5682	   0.0114917	 -6.2502e+00	 -1.0036e+01	
         348	      i_soln	         346	         -99	         -99	         -99	       4.223	           4	  0.00503565	 -6.1974e+00	 -1.0000e+03	
         348	       react	         346	         -99	           0	           1	       4.223	      15.519	   0.0114887	 -6.2530e+00	 -9.9569e+00	
         349	      i_soln	         347	         -99	         -99	         -99	       4.487	           4	   0.0045209	 -6.1546e+00	 -1.0000e+03	
         349	       react	         347	         -99	           0	           1	       4.487	     15.2024	   0.0109749	 -6.2101e+00	 -9.3876e+00	
         350	      i_soln	         348	         -99	         -99	         -99	        4.85	           4	  0.00501107	 -6.2533e+00	 -1.0000e+03	
         350	       react	         348	         -99	           0	           1	        4.85	     14.7666	   0.0114658	 -6.3014e+00	 -8.7572e+00	
         351	      i_soln	         349	         -99	         -99	         -99	       4.789	           4	  0.00451195	 -6.2281e+00	 -1.0000e+03	
         351	       react	         349	         -99	           0	           1	       4.789	       14.84	   0.0109666	 -6.2793e+00	 -8.8561e+00	
         352	      i_soln	         350	         -99	         -99	         -99	       4.801	           4	  0.00501195	 -6.2530e+00	 -1.0000e+03	
         352	       react	         350	         -99	           0	           1	       4.801	     14.8254	   0.0114666	 -6.3020e+00	 -8.8550e+00	
         353	      i_soln	         351	         -99	         -99	         -99	       5.275	           4	  0.00500594	 -6.4380e+00	 -1.0000e+03	
         353	       react	         351	         -99	           0	           1	       5.275	     14.2566	   0.0114614	 -6.4783e+00	 -8.0966e+00	
         354	      i_soln	         352	         -99	         -99	         -99	       5.646	           4	  0.00500391	 -6.7242e+00	 -1.0000e+03	
         354	       react	         352	         -99	           0	           1	       5.646	     13.8114	   0.0114603	 -6.7629e+00	 -7.6653e+00	
         355	      i_soln	         353	         -99	         -99	         -99	       5.739	           4	   0.0050036	 -6.8107e+00	 -1.0000e+03	
